thread nodes time
949 3339 525.858215
950 0 525.858215
951 3 525.858215
952 2 525.858215
953 3270 525.858215
954 0 525.858215
955 1658 525.858215
956 0 525.858215
957 1 525.858215
958 0 525.858215
959 1639 525.858215
512 1634 533.200623
513 1 533.200623
514 3253 533.200623
515 1614 533.200623
516 1622 533.200623
517 1644 533.200623
518 0 533.200623
519 0 533.200623
520 0 533.200623
521 0 533.200623
522 1 533.200623
523 0 533.200623
524 0 533.200623
525 0 533.200623
526 1656 533.200623
527 1656 533.200623
560 5 533.200623
561 0 533.200623
562 1540 533.200623
563 3210 533.200623
564 1655 533.200623
565 7 533.200623
566 3363 533.200623
567 3293 533.200623
568 1673 533.200623
569 0 533.200623
570 1619 533.200623
571 1597 533.200623
572 1702 533.200623
573 3234 533.200623
574 0 533.200623
575 1665 533.200623
1088 1627 538.309265
1089 1652 538.309265
1090 0 538.309265
1091 0 538.309265
1092 1626 538.309265
1093 0 538.309265
1094 1 538.309265
1095 0 538.309265
1096 1568 538.309265
1097 3278 538.309265
1098 2 538.309265
1099 3240 538.309265
1100 1 538.309265
1101 1 538.309265
1102 1641 538.309265
1103 0 538.309265
1136 1661 538.309265
1137 1608 538.309265
1138 1618 538.309265
1139 0 538.309265
1140 1680 538.309265
1141 1628 538.309265
1142 1665 538.309265
1143 1600 538.309265
1144 1703 538.309265
1145 1647 538.309265
1146 1581 538.309265
1147 1577 538.309265
1148 1570 538.309265
1149 3317 538.309265
1150 3352 538.309265
1151 1641 538.309265
1456 0 536.235779
1457 1667 536.235779
1458 0 536.235779
1459 3303 536.235779
1460 1648 536.235779
1461 3 536.235779
1462 3273 536.235779
1463 1573 536.235779
1464 0 536.235779
1465 1656 536.235779
1466 1678 536.235779
1467 2 536.235779
1468 1684 536.235779
1469 1651 536.235779
1470 3331 536.235779
1471 0 536.235779
1504 0 536.235779
1505 1629 536.235779
1506 0 536.235779
1507 1635 536.235779
1508 1625 536.235779
1509 1660 536.235779
1510 0 536.235779
1511 0 536.235779
1512 1658 536.235779
1513 0 536.235779
1514 3270 536.235779
1515 0 536.235779
1516 0 536.235779
1517 1637 536.235779
1518 1651 536.235779
1519 1653 536.235779
768 1651 545.124146
769 1628 545.124146
770 0 545.124146
771 3340 545.124146
772 1671 545.124146
773 4 545.124146
774 0 545.124146
775 0 545.124146
776 1705 545.124146
777 2 545.124146
778 2 545.124146
779 3289 545.124146
780 1 545.124146
781 1603 545.124146
782 3285 545.124146
783 1677 545.124146
816 0 545.124146
817 0 545.124146
818 1610 545.124146
819 1 545.124146
820 3259 545.124146
821 0 545.124146
822 1618 545.124146
823 0 545.124146
824 1685 545.124146
825 1633 545.124146
826 0 545.124146
827 0 545.124146
828 2 545.124146
829 1628 545.124146
830 1675 545.124146
831 1656 545.124146
1824 0 548.598145
1825 0 548.598145
1826 1 548.598145
1827 1 548.598145
1828 1646 548.598145
1829 1625 548.598145
1830 0 548.598145
1831 1674 548.598145
1832 0 548.598145
1833 1624 548.598145
1834 3314 548.598145
1835 3300 548.598145
1836 3319 548.598145
1837 3328 548.598145
1838 1677 548.598145
1839 1662 548.598145
1872 1676 548.598145
1873 1686 548.598145
1874 3273 548.598145
1875 1631 548.598145
1876 0 548.598145
1877 1646 548.598145
1878 1 548.598145
1879 1626 548.598145
1880 0 548.598145
1881 1618 548.598145
1882 0 548.598145
1883 0 548.598145
1884 1635 548.598145
1885 3316 548.598145
1886 1 548.598145
1887 1681 548.598145
496 3282 549.296753
497 4946 549.296753
498 3 549.296753
499 5 549.296753
500 1 549.296753
501 3231 549.296753
502 1 549.296753
503 0 549.296753
504 0 549.296753
505 1672 549.296753
506 1 549.296753
507 0 549.296753
508 1 549.296753
509 1615 549.296753
510 1590 549.296753
511 0 549.296753
544 3262 549.296753
545 1648 549.296753
546 1640 549.296753
547 0 549.296753
548 1 549.296753
549 0 549.296753
550 3265 549.296753
551 3 549.296753
552 1615 549.296753
553 1631 549.296753
554 1677 549.296753
555 3248 549.296753
556 0 549.296753
557 1650 549.296753
558 1638 549.296753
559 0 549.296753
288 1662 555.702759
289 3365 555.702759
290 4894 555.702759
291 1664 555.702759
292 3300 555.702759
293 1597 555.702759
294 3 555.702759
295 1625 555.702759
296 0 555.702759
297 0 555.702759
298 0 555.702759
299 0 555.702759
300 1542 555.702759
301 2 555.702759
302 4 555.702759
303 3242 555.702759
336 0 555.702759
337 0 555.702759
338 1638 555.702759
339 1612 555.702759
340 1623 555.702759
341 4 555.702759
342 2 555.702759
343 0 555.702759
344 1668 555.702759
345 1622 555.702759
346 1646 555.702759
347 1654 555.702759
348 3387 555.702759
349 1574 555.702759
350 1666 555.702759
351 1630 555.702759
784 1620 558.348572
785 1693 558.348572
786 1646 558.348572
787 3228 558.348572
788 1652 558.348572
789 0 558.348572
790 4940 558.348572
791 1613 558.348572
792 0 558.348572
793 1644 558.348572
794 1620 558.348572
795 1654 558.348572
796 1635 558.348572
797 0 558.348572
798 0 558.348572
799 1 558.348572
832 2 558.348572
833 0 558.348572
834 0 558.348572
835 1613 558.348572
836 8 558.348572
837 4983 558.348572
838 0 558.348572
839 1667 558.348572
840 3281 558.348572
841 1609 558.348572
842 0 558.348572
843 3 558.348572
844 0 558.348572
845 1680 558.348572
846 1 558.348572
847 1662 558.348572
976 0 560.678894
977 1675 560.678894
978 0 560.678894
979 1558 560.678894
980 3289 560.678894
981 14 560.678894
982 1607 560.678894
983 0 560.678894
984 1636 560.678894
985 3280 560.678894
986 1679 560.678894
987 4983 560.678894
988 1626 560.678894
989 1608 560.678894
990 0 560.678894
991 2 560.678894
1024 0 560.678894
1025 3 560.678894
1026 1 560.678894
1027 0 560.678894
1028 3311 560.678894
1029 1632 560.678894
1030 1648 560.678894
1031 1659 560.678894
1032 0 560.678894
1033 1648 560.678894
1034 1669 560.678894
1035 1580 560.678894
1036 1557 560.678894
1037 1687 560.678894
1038 2 560.678894
1039 0 560.678894
224 1641 565.916931
225 1704 565.916931
226 1677 565.916931
227 0 565.916931
228 0 565.916931
229 0 565.916931
230 3305 565.916931
231 1689 565.916931
232 1 565.916931
233 0 565.916931
234 1565 565.916931
235 2 565.916931
236 4959 565.916931
237 3257 565.916931
238 0 565.916931
239 3226 565.916931
272 0 565.916931
273 0 565.916931
274 1654 565.916931
275 4 565.916931
276 1641 565.916931
277 0 565.916931
278 0 565.916931
279 3277 565.916931
280 1658 565.916931
281 3 565.916931
282 1661 565.916931
283 0 565.916931
284 3287 565.916931
285 3235 565.916931
286 1 565.916931
287 5 565.916931
992 3311 571.127319
993 1650 571.127319
994 0 571.127319
995 1670 571.127319
996 2 571.127319
997 3351 571.127319
998 1624 571.127319
999 3298 571.127319
1000 1659 571.127319
1001 3 571.127319
1002 1631 571.127319
1003 1687 571.127319
1004 0 571.127319
1005 1654 571.127319
1006 0 571.127319
1007 1642 571.127319
1040 3274 571.127319
1041 3327 571.127319
1042 2 571.127319
1043 1655 571.127319
1044 1654 571.127319
1045 3293 571.127319
1046 1662 571.127319
1047 3350 571.127319
1048 0 571.127319
1049 1683 571.127319
1050 1679 571.127319
1051 0 571.127319
1052 0 571.127319
1053 0 571.127319
1054 1654 571.127319
1055 0 571.127319
1072 0 570.332947
1073 3348 570.332947
1074 1665 570.332947
1075 1697 570.332947
1076 1652 570.332947
1077 1650 570.332947
1078 0 570.332947
1079 1580 570.332947
1080 1 570.332947
1081 1 570.332947
1082 1639 570.332947
1083 1654 570.332947
1084 0 570.332947
1085 1637 570.332947
1086 1682 570.332947
1087 1596 570.332947
1120 0 570.332947
1121 0 570.332947
1122 0 570.332947
1123 1661 570.332947
1124 1671 570.332947
1125 0 570.332947
1126 1659 570.332947
1127 0 570.332947
1128 3347 570.332947
1129 0 570.332947
1130 0 570.332947
1131 1665 570.332947
1132 3299 570.332947
1133 1659 570.332947
1134 4875 570.332947
1135 0 570.332947
208 1670 575.412720
209 1 575.412720
210 0 575.412720
211 1672 575.412720
212 3 575.412720
213 0 575.412720
214 1639 575.412720
215 1690 575.412720
216 1586 575.412720
217 0 575.412720
218 1 575.412720
219 3270 575.412720
220 3362 575.412720
221 1632 575.412720
222 1660 575.412720
223 1 575.412720
256 1 575.412720
257 1661 575.412720
258 3299 575.412720
259 1663 575.412720
260 1686 575.412720
261 1693 575.412720
262 1666 575.412720
263 0 575.412720
264 4 575.412720
265 0 575.412720
266 0 575.412720
267 1705 575.412720
268 1676 575.412720
269 1667 575.412720
270 1591 575.412720
271 1594 575.412720
2240 1666 578.585693
2241 0 578.585693
2242 1674 578.585693
2243 0 578.585693
2244 0 578.585693
2245 3257 578.585693
2246 1686 578.585693
2247 0 578.585693
2248 1673 578.585693
2249 0 578.585693
2250 3232 578.585693
2251 1689 578.585693
2252 1636 578.585693
2253 1575 578.585693
2254 1619 578.585693
2255 3284 578.585693
2288 4 578.585693
2289 3239 578.585693
2290 0 578.585693
2291 1619 578.585693
2292 0 578.585693
2293 3363 578.585693
2294 1699 578.585693
2295 1611 578.585693
2296 3288 578.585693
2297 3300 578.585693
2298 3273 578.585693
2299 0 578.585693
2300 0 578.585693
2301 0 578.585693
2302 1659 578.585693
2303 1632 578.585693
32 1697 581.949158
33 7 581.949158
34 1555 581.949158
35 1609 581.949158
36 1666 581.949158
37 1688 581.949158
38 5025 581.949158
39 0 581.949158
40 1648 581.949158
41 1618 581.949158
42 0 581.949158
43 3302 581.949158
44 1612 581.949158
45 1630 581.949158
46 1665 581.949158
47 1 581.949158
80 1636 581.949158
81 3 581.949158
82 1698 581.949158
83 0 581.949158
84 0 581.949158
85 1598 581.949158
86 3316 581.949158
87 3282 581.949158
88 1683 581.949158
89 1596 581.949158
90 0 581.949158
91 4 581.949158
92 1668 581.949158
93 3314 581.949158
94 0 581.949158
95 0 581.949158
1248 3213 595.717102
1249 1 595.717102
1250 3271 595.717102
1251 3 595.717102
1252 1679 595.717102
1253 3269 595.717102
1254 1646 595.717102
1255 1 595.717102
1256 1 595.717102
1257 1665 595.717102
1258 1689 595.717102
1259 4836 595.717102
1260 1615 595.717102
1261 1 595.717102
1262 3297 595.717102
1263 3275 595.717102
1296 3250 595.717102
1297 0 595.717102
1298 1609 595.717102
1299 1624 595.717102
1300 2 595.717102
1301 0 595.717102
1302 1644 595.717102
1303 0 595.717102
1304 1643 595.717102
1305 1635 595.717102
1306 1703 595.717102
1307 1 595.717102
1308 0 595.717102
1309 1596 595.717102
1310 1655 595.717102
1311 0 595.717102
384 1610 597.998413
385 1 597.998413
386 1661 597.998413
387 1694 597.998413
388 1606 597.998413
389 1620 597.998413
390 0 597.998413
391 1637 597.998413
392 1659 597.998413
393 3233 597.998413
394 1596 597.998413
395 1579 597.998413
396 21 597.998413
397 1648 597.998413
398 1637 597.998413
399 4962 597.998413
432 0 597.998413
433 1663 597.998413
434 0 597.998413
435 1648 597.998413
436 0 597.998413
437 3303 597.998413
438 2 597.998413
439 1624 597.998413
440 0 597.998413
441 4828 597.998413
442 1620 597.998413
443 1 597.998413
444 1604 597.998413
445 0 597.998413
446 1645 597.998413
447 3 597.998413
112 1646 611.815857
113 1633 611.815857
114 2 611.815857
115 0 611.815857
116 1668 611.815857
117 1717 611.815857
118 0 611.815857
119 0 611.815857
120 0 611.815857
121 1682 611.815857
122 3378 611.815857
123 0 611.815857
124 1679 611.815857
125 1636 611.815857
126 1668 611.815857
127 1681 611.815857
160 1 611.815857
161 0 611.815857
162 3316 611.815857
163 0 611.815857
164 0 611.815857
165 1657 611.815857
166 1 611.815857
167 3303 611.815857
168 1635 611.815857
169 1624 611.815857
170 3295 611.815857
171 3292 611.815857
172 1700 611.815857
173 1612 611.815857
174 1632 611.815857
175 3279 611.815857
320 3 619.033203
321 0 619.033203
322 3302 619.033203
323 5057 619.033203
324 3277 619.033203
325 3244 619.033203
326 1631 619.033203
327 1 619.033203
328 1674 619.033203
329 0 619.033203
330 0 619.033203
331 0 619.033203
332 0 619.033203
333 1664 619.033203
334 3281 619.033203
335 1 619.033203
368 1 619.033203
369 1686 619.033203
370 1653 619.033203
371 5 619.033203
372 1688 619.033203
373 1598 619.033203
374 0 619.033203
375 3279 619.033203
376 0 619.033203
377 0 619.033203
378 1613 619.033203
379 1612 619.033203
380 3 619.033203
381 3341 619.033203
382 1665 619.033203
383 1645 619.033203
576 1607 616.700500
577 1585 616.700500
578 3271 616.700500
579 3310 616.700500
580 3286 616.700500
581 3246 616.700500
582 1616 616.700500
583 1 616.700500
584 1638 616.700500
585 1595 616.700500
586 0 616.700500
587 3185 616.700500
588 3 616.700500
589 1652 616.700500
590 3351 616.700500
591 1 616.700500
624 0 616.700500
625 1602 616.700500
626 0 616.700500
627 1602 616.700500
628 1 616.700500
629 0 616.700500
630 1650 616.700500
631 1 616.700500
632 1632 616.700500
633 1632 616.700500
634 3347 616.700500
635 3301 616.700500
636 1598 616.700500
637 1583 616.700500
638 1635 616.700500
639 0 616.700500
96 1651 637.398254
97 3247 637.398254
98 1642 637.398254
99 2 637.398254
100 4 637.398254
101 1656 637.398254
102 1584 637.398254
103 1657 637.398254
104 1644 637.398254
105 3228 637.398254
106 1691 637.398254
107 0 637.398254
108 3286 637.398254
109 3302 637.398254
110 3 637.398254
111 1660 637.398254
144 1650 637.398254
145 0 637.398254
146 1661 637.398254
147 3297 637.398254
148 1643 637.398254
149 1663 637.398254
150 1570 637.398254
151 3349 637.398254
152 0 637.398254
153 1638 637.398254
154 3 637.398254
155 1652 637.398254
156 1634 637.398254
157 8 637.398254
158 1655 637.398254
159 0 637.398254
192 3312 640.855774
193 0 640.855774
194 0 640.855774
195 1 640.855774
196 1 640.855774
197 1657 640.855774
198 1596 640.855774
199 1611 640.855774
200 3282 640.855774
201 3252 640.855774
202 3292 640.855774
203 1 640.855774
204 4891 640.855774
205 1635 640.855774
206 2 640.855774
207 1690 640.855774
240 1 640.855774
241 1647 640.855774
242 1645 640.855774
243 3321 640.855774
244 1630 640.855774
245 3240 640.855774
246 1 640.855774
247 0 640.855774
248 1 640.855774
249 0 640.855774
250 3320 640.855774
251 4 640.855774
252 1628 640.855774
253 1715 640.855774
254 3267 640.855774
255 3282 640.855774
864 1670 650.188416
865 0 650.188416
866 0 650.188416
867 3315 650.188416
868 3231 650.188416
869 1680 650.188416
870 3327 650.188416
871 1649 650.188416
872 0 650.188416
873 3 650.188416
874 6 650.188416
875 1678 650.188416
876 1566 650.188416
877 0 650.188416
878 3213 650.188416
879 3240 650.188416
912 1662 650.188416
913 1693 650.188416
914 0 650.188416
915 1630 650.188416
916 3263 650.188416
917 3268 650.188416
918 0 650.188416
919 4 650.188416
920 1693 650.188416
921 1616 650.188416
922 3217 650.188416
923 3265 650.188416
924 0 650.188416
925 3282 650.188416
926 0 650.188416
927 1627 650.188416
704 3338 671.694397
705 4914 671.694397
706 3206 671.694397
707 3322 671.694397
708 0 671.694397
709 1595 671.694397
710 3254 671.694397
711 3379 671.694397
712 3277 671.694397
713 1642 671.694397
714 1 671.694397
715 1628 671.694397
716 1678 671.694397
717 0 671.694397
718 0 671.694397
719 1698 671.694397
752 1649 671.694397
753 0 671.694397
754 1652 671.694397
755 0 671.694397
756 0 671.694397
757 1681 671.694397
758 1654 671.694397
759 0 671.694397
760 1 671.694397
761 3306 671.694397
762 3361 671.694397
763 1625 671.694397
764 1651 671.694397
765 1647 671.694397
766 1678 671.694397
767 3 671.694397
1152 3239 675.851135
1153 1624 675.851135
1154 3267 675.851135
1155 0 675.851135
1156 1650 675.851135
1157 1695 675.851135
1158 5 675.851135
1159 1677 675.851135
1160 1624 675.851135
1161 1611 675.851135
1162 1 675.851135
1163 3264 675.851135
1164 4924 675.851135
1165 3298 675.851135
1166 3329 675.851135
1167 5 675.851135
1200 1645 675.851135
1201 1641 675.851135
1202 3355 675.851135
1203 4921 675.851135
1204 1 675.851135
1205 1683 675.851135
1206 3 675.851135
1207 3326 675.851135
1208 1600 675.851135
1209 3281 675.851135
1210 3305 675.851135
1211 3 675.851135
1212 1690 675.851135
1213 3317 675.851135
1214 3317 675.851135
1215 1590 675.851135
128 0 680.376282
129 1663 680.376282
130 1666 680.376282
131 1623 680.376282
132 1680 680.376282
133 4 680.376282
134 3304 680.376282
135 3265 680.376282
136 1551 680.376282
137 3342 680.376282
138 1 680.376282
139 3215 680.376282
140 1669 680.376282
141 4857 680.376282
142 3344 680.376282
143 1605 680.376282
176 4 680.376282
177 1660 680.376282
178 3270 680.376282
179 3285 680.376282
180 1653 680.376282
181 1668 680.376282
182 0 680.376282
183 4877 680.376282
184 0 680.376282
185 1 680.376282
186 3337 680.376282
187 1634 680.376282
188 1 680.376282
189 1 680.376282
190 0 680.376282
191 1611 680.376282
304 1 705.297913
305 1679 705.297913
306 1603 705.297913
307 3278 705.297913
308 1626 705.297913
309 1648 705.297913
310 1654 705.297913
311 1675 705.297913
312 3293 705.297913
313 1650 705.297913
314 3200 705.297913
315 1623 705.297913
316 1669 705.297913
317 0 705.297913
318 5023 705.297913
319 1702 705.297913
352 1706 705.297913
353 1661 705.297913
354 1688 705.297913
355 4925 705.297913
356 1661 705.297913
357 1706 705.297913
358 1644 705.297913
359 0 705.297913
360 1 705.297913
361 1587 705.297913
362 1642 705.297913
363 1 705.297913
364 1668 705.297913
365 3214 705.297913
366 1622 705.297913
367 4923 705.297913
0 1658 709.377930
1 1642 709.377930
2 1 709.377930
3 3295 709.377930
4 1647 709.377930
5 3331 709.377930
6 1674 709.377930
7 1605 709.377930
8 3302 709.377930
9 3295 709.377930
10 1690 709.377930
11 3356 709.377930
12 0 709.377930
13 1684 709.377930
14 4967 709.377930
15 1 709.377930
48 1 709.377930
49 1 709.377930
50 1680 709.377930
51 1646 709.377930
52 1621 709.377930
53 1688 709.377930
54 3260 709.377930
55 1706 709.377930
56 1700 709.377930
57 1619 709.377930
58 4904 709.377930
59 0 709.377930
60 1696 709.377930
61 1593 709.377930
62 3287 709.377930
63 3 709.377930
16 3339 739.232971
17 1670 739.232971
18 3318 739.232971
19 1602 739.232971
20 1650 739.232971
21 3331 739.232971
22 1639 739.232971
23 4918 739.232971
24 1683 739.232971
25 1657 739.232971
26 1688 739.232971
27 4957 739.232971
28 3346 739.232971
29 0 739.232971
30 1 739.232971
31 0 739.232971
64 4852 739.232971
65 1662 739.232971
66 3218 739.232971
67 1659 739.232971
68 0 739.232971
69 0 739.232971
70 3288 739.232971
71 3293 739.232971
72 1652 739.232971
73 3 739.232971
74 1664 739.232971
75 1 739.232971
76 3248 739.232971
77 1675 739.232971
78 5017 739.232971
79 4944 739.232971
713.047668
