thread nodes time
1904 0 523.105347
1905 1646 523.105347
1906 1673 523.105347
1907 1666 523.105347
1908 1623 523.105347
1909 1654 523.105347
1910 1654 523.105347
1911 1 523.105347
1912 3 523.105347
1913 0 523.105347
1914 1670 523.105347
1915 1662 523.105347
1916 3 523.105347
1917 1702 523.105347
1918 1636 523.105347
1919 1 523.105347
320 1631 523.649292
321 3298 523.649292
322 0 523.649292
323 0 523.649292
324 3217 523.649292
325 3302 523.649292
326 3348 523.649292
327 0 523.649292
328 1613 523.649292
329 0 523.649292
330 1639 523.649292
331 1619 523.649292
332 3354 523.649292
333 1544 523.649292
334 3 523.649292
335 5 523.649292
368 1693 523.649292
369 1669 523.649292
370 1658 523.649292
371 6 523.649292
372 0 523.649292
373 0 523.649292
374 0 523.649292
375 1685 523.649292
376 1690 523.649292
377 1651 523.649292
378 1652 523.649292
379 0 523.649292
380 1583 523.649292
381 0 523.649292
382 0 523.649292
383 1636 523.649292
1824 0 523.123901
1825 0 523.123901
1826 1654 523.123901
1827 1616 523.123901
1828 0 523.123901
1829 1625 523.123901
1830 3305 523.123901
1831 0 523.123901
1832 1 523.123901
1833 1 523.123901
1834 0 523.123901
1835 0 523.123901
1836 0 523.123901
1837 0 523.123901
1838 0 523.123901
1839 3275 523.123901
1872 1564 523.123901
1873 3269 523.123901
1874 0 523.123901
1875 0 523.123901
1876 3362 523.123901
1877 3 523.123901
1878 1 523.123901
1879 3311 523.123901
1880 0 523.123901
1881 1668 523.123901
1882 3321 523.123901
1883 1702 523.123901
1884 0 523.123901
1885 4997 523.123901
1886 1641 523.123901
1887 1616 523.123901
1632 0 523.169861
1633 1 523.169861
1634 0 523.169861
1635 1664 523.169861
1636 1606 523.169861
1637 1645 523.169861
1638 0 523.169861
1639 3254 523.169861
1640 1 523.169861
1641 0 523.169861
1642 3276 523.169861
1643 1 523.169861
1644 1715 523.169861
1645 0 523.169861
1646 1605 523.169861
1647 0 523.169861
1680 0 523.169861
1681 0 523.169861
1682 1591 523.169861
1683 3260 523.169861
1684 1667 523.169861
1685 1590 523.169861
1686 1685 523.169861
1687 0 523.169861
1688 3249 523.169861
1689 1576 523.169861
1690 0 523.169861
1691 1577 523.169861
1692 1664 523.169861
1693 0 523.169861
1694 1653 523.169861
1695 0 523.169861
1552 3279 525.137451
1553 0 525.137451
1554 1691 525.137451
1555 1682 525.137451
1556 0 525.137451
1557 1680 525.137451
1558 1634 525.137451
1559 1618 525.137451
1560 1653 525.137451
1561 1 525.137451
1562 3299 525.137451
1563 0 525.137451
1564 0 525.137451
1565 1595 525.137451
1566 1680 525.137451
1567 0 525.137451
1600 2 525.137451
1601 0 525.137451
1602 1693 525.137451
1603 3343 525.137451
1604 1624 525.137451
1605 3284 525.137451
1606 0 525.137451
1607 0 525.137451
1608 1665 525.137451
1609 0 525.137451
1610 3296 525.137451
1611 1668 525.137451
1612 0 525.137451
1613 0 525.137451
1614 3343 525.137451
1615 1620 525.137451
512 0 529.070374
513 0 529.070374
514 1632 529.070374
515 2 529.070374
516 2 529.070374
517 3 529.070374
518 0 529.070374
519 0 529.070374
520 0 529.070374
521 4 529.070374
522 3332 529.070374
523 1 529.070374
524 1665 529.070374
525 0 529.070374
526 0 529.070374
527 3318 529.070374
560 0 529.070374
561 1651 529.070374
562 0 529.070374
563 3298 529.070374
564 1674 529.070374
565 3268 529.070374
566 1587 529.070374
567 3310 529.070374
568 0 529.070374
569 1587 529.070374
570 0 529.070374
571 1694 529.070374
572 1633 529.070374
573 1661 529.070374
574 4970 529.070374
575 1676 529.070374
0 8 530.040222
1 1639 530.040222
2 1666 530.040222
3 0 530.040222
4 3222 530.040222
5 1682 530.040222
6 0 530.040222
7 0 530.040222
8 1 530.040222
9 1646 530.040222
10 3333 530.040222
11 3293 530.040222
12 1 530.040222
13 2 530.040222
14 2 530.040222
15 4 530.040222
48 0 530.040222
49 1633 530.040222
50 0 530.040222
51 1681 530.040222
52 1614 530.040222
53 0 530.040222
54 0 530.040222
55 4 530.040222
56 1677 530.040222
57 1644 530.040222
58 3330 530.040222
59 3333 530.040222
60 1 530.040222
61 1648 530.040222
62 1643 530.040222
63 3217 530.040222
1440 1590 530.408752
1441 1 530.408752
1442 3265 530.408752
1443 1581 530.408752
1444 1624 530.408752
1445 3236 530.408752
1446 1 530.408752
1447 0 530.408752
1448 0 530.408752
1449 0 530.408752
1450 1648 530.408752
1451 6 530.408752
1452 1619 530.408752
1453 1601 530.408752
1454 0 530.408752
1455 0 530.408752
1488 1627 530.408752
1489 0 530.408752
1490 3291 530.408752
1491 1 530.408752
1492 3277 530.408752
1493 1619 530.408752
1494 1607 530.408752
1495 2 530.408752
1496 0 530.408752
1497 2 530.408752
1498 1669 530.408752
1499 0 530.408752
1500 6 530.408752
1501 3334 530.408752
1502 3328 530.408752
1503 1695 530.408752
1344 1642 531.079590
1345 3301 531.079590
1346 1 531.079590
1347 1575 531.079590
1348 1660 531.079590
1349 1 531.079590
1350 3337 531.079590
1351 1670 531.079590
1352 0 531.079590
1353 3233 531.079590
1354 1663 531.079590
1355 1 531.079590
1356 3379 531.079590
1357 1640 531.079590
1358 0 531.079590
1359 0 531.079590
1392 0 531.079590
1393 3366 531.079590
1394 0 531.079590
1395 1678 531.079590
1396 0 531.079590
1397 3294 531.079590
1398 3 531.079590
1399 1587 531.079590
1400 1628 531.079590
1401 1625 531.079590
1402 0 531.079590
1403 1608 531.079590
1404 0 531.079590
1405 9 531.079590
1406 1668 531.079590
1407 0 531.079590
1152 0 532.087158
1153 1702 532.087158
1154 3268 532.087158
1155 3 532.087158
1156 2 532.087158
1157 1630 532.087158
1158 0 532.087158
1159 0 532.087158
1160 0 532.087158
1161 1618 532.087158
1162 1639 532.087158
1163 0 532.087158
1164 2 532.087158
1165 1650 532.087158
1166 1637 532.087158
1167 2 532.087158
1200 0 532.087158
1201 1661 532.087158
1202 2 532.087158
1203 0 532.087158
1204 3305 532.087158
1205 3368 532.087158
1206 0 532.087158
1207 0 532.087158
1208 2 532.087158
1209 2 532.087158
1210 0 532.087158
1211 1654 532.087158
1212 3333 532.087158
1213 3360 532.087158
1214 1644 532.087158
1215 1676 532.087158
96 0 533.465881
97 4868 533.465881
98 1703 533.465881
99 0 533.465881
100 1643 533.465881
101 2 533.465881
102 1661 533.465881
103 0 533.465881
104 3315 533.465881
105 1660 533.465881
106 0 533.465881
107 1678 533.465881
108 1 533.465881
109 0 533.465881
110 1672 533.465881
111 1608 533.465881
144 1652 533.465881
145 3313 533.465881
146 3344 533.465881
147 1 533.465881
148 0 533.465881
149 1647 533.465881
150 1671 533.465881
151 1635 533.465881
152 0 533.465881
153 1601 533.465881
154 1 533.465881
155 1665 533.465881
156 0 533.465881
157 0 533.465881
158 1696 533.465881
159 0 533.465881
1936 1 534.123901
1937 0 534.123901
1938 0 534.123901
1939 3346 534.123901
1940 1675 534.123901
1941 1 534.123901
1942 2 534.123901
1943 1 534.123901
1944 0 534.123901
1945 3369 534.123901
1946 1639 534.123901
1947 3373 534.123901
1948 0 534.123901
1949 4 534.123901
1950 0 534.123901
1951 0 534.123901
1984 1652 534.123901
1985 0 534.123901
1986 1671 534.123901
1987 1624 534.123901
1988 1701 534.123901
1989 1677 534.123901
1990 1 534.123901
1991 1658 534.123901
1992 0 534.123901
1993 3 534.123901
1994 3241 534.123901
1995 1 534.123901
1996 4886 534.123901
1997 1 534.123901
1998 0 534.123901
1999 0 534.123901
704 3240 536.617615
705 1631 536.617615
706 1671 536.617615
707 1 536.617615
708 1695 536.617615
709 0 536.617615
710 3296 536.617615
711 1644 536.617615
712 0 536.617615
713 1 536.617615
714 8 536.617615
715 3288 536.617615
716 1681 536.617615
717 1662 536.617615
718 1567 536.617615
719 1592 536.617615
752 0 536.617615
753 1689 536.617615
754 1645 536.617615
755 1619 536.617615
756 3334 536.617615
757 1 536.617615
758 1586 536.617615
759 0 536.617615
760 1692 536.617615
761 0 536.617615
762 1 536.617615
763 0 536.617615
764 0 536.617615
765 0 536.617615
766 1700 536.617615
767 1648 536.617615
592 1702 536.372925
593 1 536.372925
594 1615 536.372925
595 4959 536.372925
596 1 536.372925
597 0 536.372925
598 3295 536.372925
599 0 536.372925
600 2 536.372925
601 1 536.372925
602 3274 536.372925
603 3238 536.372925
604 0 536.372925
605 1701 536.372925
606 2 536.372925
607 1613 536.372925
640 12 536.372925
641 1620 536.372925
642 0 536.372925
643 0 536.372925
644 1634 536.372925
645 3244 536.372925
646 3345 536.372925
647 1689 536.372925
648 1570 536.372925
649 1634 536.372925
650 0 536.372925
651 1 536.372925
652 1686 536.372925
653 0 536.372925
654 0 536.372925
655 1663 536.372925
1456 0 537.073181
1457 1655 537.073181
1458 3289 537.073181
1459 0 537.073181
1460 3195 537.073181
1461 1658 537.073181
1462 1657 537.073181
1463 1693 537.073181
1464 0 537.073181
1465 0 537.073181
1466 0 537.073181
1467 1629 537.073181
1468 1673 537.073181
1469 6 537.073181
1470 1 537.073181
1471 6 537.073181
1504 3256 537.073181
1505 3226 537.073181
1506 1645 537.073181
1507 3229 537.073181
1508 3297 537.073181
1509 1650 537.073181
1510 1582 537.073181
1511 2 537.073181
1512 1703 537.073181
1513 1561 537.073181
1514 0 537.073181
1515 1627 537.073181
1516 1647 537.073181
1517 1637 537.073181
1518 0 537.073181
1519 1646 537.073181
288 1673 541.984375
289 1695 541.984375
290 1670 541.984375
291 3305 541.984375
292 3254 541.984375
293 0 541.984375
294 1619 541.984375
295 3321 541.984375
296 1 541.984375
297 1 541.984375
298 1666 541.984375
299 1624 541.984375
300 1627 541.984375
301 1660 541.984375
302 1620 541.984375
303 3292 541.984375
336 2 541.984375
337 1660 541.984375
338 0 541.984375
339 0 541.984375
340 1654 541.984375
341 0 541.984375
342 0 541.984375
343 1 541.984375
344 2 541.984375
345 0 541.984375
346 1656 541.984375
347 1 541.984375
348 3344 541.984375
349 1667 541.984375
350 0 541.984375
351 1674 541.984375
1184 1640 548.301819
1185 1669 548.301819
1186 2 548.301819
1187 1668 548.301819
1188 1677 548.301819
1189 1664 548.301819
1190 1601 548.301819
1191 0 548.301819
1192 1641 548.301819
1193 1658 548.301819
1194 1621 548.301819
1195 0 548.301819
1196 1 548.301819
1197 0 548.301819
1198 1637 548.301819
1199 1 548.301819
1232 1654 548.301819
1233 7 548.301819
1234 3320 548.301819
1235 0 548.301819
1236 3 548.301819
1237 0 548.301819
1238 1658 548.301819
1239 1686 548.301819
1240 1648 548.301819
1241 0 548.301819
1242 1670 548.301819
1243 1594 548.301819
1244 3336 548.301819
1245 1647 548.301819
1246 0 548.301819
1247 1653 548.301819
784 0 546.361389
785 0 546.361389
786 3224 546.361389
787 2 546.361389
788 0 546.361389
789 3248 546.361389
790 1655 546.361389
791 1691 546.361389
792 1666 546.361389
